slot ch ts_offset[ns] ch_low ch_high
3    0	    0	           0      65535 
3    1	    0	           0   	  65535 
3    2	    0	           0   	  65535 
3    3	    0	           0   	  65535 
3    4	    0	           0   	  65535 
3    5	    0	           0   	  65535 
3    6	    0	           0   	  65535 
3    7	    0	           0      65535 
3    8	    0	           0   	  65535 
3    9	    0	           0   	  65535 
3    10	    0	           0   	  65535 
3    11	    0	           0   	  65535 
3    12	    0	           0   	  65535 
3    13	    0	           0   	  65535 
3    14	    0	           0   	  65535 
3    15	    0	           0   	  65535
